3.1	The Texture-Proof Watcher	cant-evaluate-it	spectacle-demo	product-only	The pour and the head of foam; she is judging whether it behaves like the soda it is replacing.
3.2	The Seasonal-Drop Chaser	choosing-a-variant	quantified-outcome	product-only	A nail on the tab and five grams of sugar in a roundel; the number is the permission to open it.
3.3	The Clean-Label Bar Scanner	vetting-ingredients	absence-screening,quantified-outcome	product-only	Callouts arrowed onto the can; she reads a drink the way she reads a wrapper.
3.4	The Seasonal-Drop Chaser	choosing-a-variant	identity-display	graphic	Shirley Temple staged with real cherries; the flavour is borrowing a drink she already has a memory of.
3.5	The Seasonal-Drop Chaser	choosing-a-variant	identity-display	graphic	Cherry cola shot close enough to be abstract; the colour field is the whole creative.
3.8	The Entertained Bystander	cant-evaluate-it	spectacle-demo	stranger	A man in a suit and a tornado simulator; the ad is a bit, and the drink is the price of admission.
3.9	The One-More-Input Optimiser	on-a-protocol	identity-display	athlete	Cans staged on the kettlebell rack; the drink is being placed inside a session she already runs.
3.10	The Everyday-Carry Curator	named-hour	absence-screening,peer-proof	product-only	An outfit flatlay with the can among the jewellery; the pick-me-up is being styled as an accessory.
4.1	The Depleted Mother	named-hour	naming-the-shame,identity-display	stranger	Parenting is an extreme sport, played straight in a wrecked kitchen; the exhaustion is the targeting.
4.2	The Aisle-Side Comparison Shopper	restocking	retail-verification,absence-screening	product-only	Less sugar and available at Amazon in the same breath; the claim and the shelf arrive together.
4.3	The Category Defector	quitting-an-incumbent	absence-screening,retail-verification	product-only	The easy-drinking energy drink with zero grams; the whole category is being repositioned as hard work.
4.4	The Boot-Of-The-Car Snacker	named-hour	peer-proof	peer-to-camera	Filmed at the wheel mid-sentence; the car is where the pick-me-up is actually needed.
4.5	The Category Defector	quitting-an-incumbent	quantified-outcome,value-arithmetic	graphic	Two grams against thirty-nine, ten calories against a hundred and forty; the table does the arguing.
4.6	The Entertained Bystander	cant-evaluate-it	spectacle-demo	product-only	Don't be scared, it's just water; the brand is making a joke of its own packaging to defuse it.
4.7	The Armchair Expeditioner	seen-owning-it	identity-display,peer-proof	product-only	A gloved hand and a location tag on a mountain; the can is proof of where somebody stood.
4.8	The Product-Feed Browser	choosing-a-variant	identity-display	product-only	A cookware set on white with no copy; the colour is the only decision left in the funnel.
4.9	The Kitchen-Counter Demonstrator	routine-as-content	spectacle-demo	product-only	One word and a hand stirring; the food release from the surface is the entire proof.
4.10	The Product-Feed Browser	choosing-a-variant	identity-display	product-only	The same set again weeks later; the tile is doing catalogue duty rather than making a case.
