17.1	The Hand-Result Reporter	Judging a hand cream on her own hands in her own light; the unpolished close-up is the proof a studio shot could not give.
17.2	The Age-Spot Noticer	Has started reading brown spots and thinning skin as the tell; spa-plus-time-machine promises pleasure and reversal in one line.
17.3	The First-Order Discount Taker	Interested but unwilling to pay full price to find out; fifteen per cent is the size of the risk she will accept.
17.4	The Woman Who Saw Someone Older With Better Hands	Comparing forward rather than back; a woman in her sixties with good hands is the outcome she is buying toward.
17.5	The Mess-Tolerant Realist	Wants a product that survives an actual life rather than a curated one; admitting to lots of messes is the credibility.
17.6	The Bundle Arithmetician	Prices the free gifts rather than the coffee; the frother, scoop and tumbler are the reason to order today.
17.7	The Household-Routine Watcher	Buys into a home that looks calm and run well; the product is furniture in an aspirational domestic scene.
17.8	The Mushroom-Coffee Comparison Shopper	Already knows the category and is asking which one; answering a commenter positions the brand as the informed choice, not the first one.
17.9	The Bed-Rotting Girlie	Has a name from the internet for her own paralysis; framing it as executive dysfunction and dopamine depletion medicalises it without a diagnosis.
17.10	The Winter Reset Subscriber	Buys seasonally as a reset rather than continuously; the box arriving is the moment being sold.
18.1	The Premium-Honey Justifier	Needs the price defended before she can defend it to herself; asking whether it is worth it out loud is the permission structure.
18.2	The Collector Rather Than Hoarder	Owns several jars and has been made slightly self-conscious about it; relabelling the habit as collecting removes the shame.
18.3	The Potency-Grade Reader	Shops on the MGO number the way others shop on percentages; the graded strength is the specification she has learned.
18.4	The Texture-Pour Watcher	Convinced by how thickly it moves; viscosity is the authenticity test for honey.
18.5	The Which-One-Should-I-Buy Asker	Standing in front of a range and paralysed; a peer answering the exact question with a number is what unblocks the purchase.
18.6	The Man Preparing To Be Seen	Buying for a performance situation rather than a workout; public speaking names the stake precisely.
18.7	The Man Asked What He Carries	Being given a script for a question he wants to be asked; the product is a conversation piece he can explain.
18.8	The Sponsored-Athlete Watcher	Reads a kit and a pitch as evidence the drink belongs to real sport rather than to a shelf.
18.9	The Festival Crowd Member	Buying the night rather than the ingredient; hands raised in a crowd sell belonging, and caffeine is the mechanism.
18.10	The Flavour-Drop Follower	Follows the brand for new variants; a can on grass with a new name is a launch notice to an existing drinker.
19.1	The Colour-First Can Chooser	Selects by flavour identity and packaging before function; the fruit and the palette are the decision.
19.2	The Poolside Flavour Seeker	Buying a holiday feeling in a can; coconuts and water do the positioning entirely.
19.3	The Sparkling-Format Switcher	Already drinks the brand and is being told there is a version with different bubbles.
19.4	The At-Home Barista Without A Machine	Blocked by equipment rather than desire; no espresso machine needed is the sentence that removes the obstacle.
19.5	The Healthier-Latte Series Follower	Following an ongoing content series rather than an ad; episode five signals a habit she has already opted into.
19.6	The Unboxing Gift-Giver	Buys sachets to hand out; the packaging is designed to be given, and the ad shows the giving.
19.7	The Coffeemaxxing Optimiser	Treats her daily coffee as a stack to be upgraded; the internet vocabulary marks it as an identity rather than a drink.
19.8	The Starbucks Order Recreator	Has a specific chain order she is trying to reproduce more cheaply and cleanly at home.
19.9	The Kitchen-Counter Aesthete	Buys what will look right beside a pink espresso machine; the product is styling as much as it is coffee.
19.10	The 4AM Thirst Sufferer	Wakes dehydrated and is being sold to at the exact hour of the problem; the fridge line is the punchline and the promise.
20.1	The Fridge-Stockpiler	Buys the same thing in bulk and finds the excess funny rather than embarrassing; the shelf is the joke and the loyalty.
20.2	The Coconut-Water Ranker	Already in the category and arguing about which brand wins; the comparison is the content.
20.3	The Nostalgia-Truck Buyer	Reached through a childhood setting rather than a health claim; the ice cream van does the emotional work.
20.4	The Christmas-Bedding Refresher	Treats the holidays as the moment to replace bedding; the tree in frame dates the purchase precisely.
20.5	The Guest-Room Preparer	Buying for how the room will look to someone else; the made bed is the deliverable.
20.6	The Period-Drama Escapist	Reached through a fandom voice rather than a product claim; the pastiche buys attention that a duvet cannot.
20.7	The Hot Sleeper	Has one specific complaint that ruins her nights; a coldness scale speaks directly to a person who overheats.
20.8	The Hot Sleeper	Has one specific complaint that ruins her nights; a coldness scale speaks directly to a person who overheats.
20.9	The Woman Dreading Summer Nights	Buying ahead of a season she knows will be bad; anticipation of the problem is the trigger, not the current temperature.
20.10	The Silky-Result Reviewer	Wants one specific sensory outcome confirmed by a named user; way more than I expected is the phrase that carries it.
