41.1	The Cultural-Programming Audience	Not being sold a product at all; the brand is buying association with ideas and the perfume is never mentioned.
41.2	The Logo-First Luxury Buyer	Needs no product shown; the wordmark on leather is the entire message and the audience already knows the rest.
41.3	The Logo-First Luxury Buyer	Needs no product shown; the wordmark on leather is the entire message and the audience already knows the rest.
41.4	The Recognisable-Silhouette Buyer	Buys the shoe everyone can name at a glance; the stripe is the point and comfort is never raised.
41.5	The Monogram Signaller	Wants the pattern read across a room; the print is the purchase and the bag is the carrier.
41.6	The Heritage-Hardware Collector	Buys into a house code; the horsebit and web stripe are the continuity she is paying for.
41.7	The Aspirational-Lifestyle Follower	Buying the person in the frame rather than the item; the setting and the body are the advertisement.
41.8	The Pattern-Led Bedding Shopper	Chooses sheets as decor; the print is what distinguishes an otherwise identical commodity.
41.9	The Crisp-White Traditionalist	Wants hotel-standard plain white and nothing else; the absence of pattern is the specification.
41.10	The Folded-Stack Judge	Reads quality off how fabric folds and stacks; the still life is a texture argument.
42.1	The Sold-Out Restock Waiter	Missed the first drop; back in stock after seventy-two hours is aimed squarely at that regret.
42.2	The Colour-Range Browser	Wants to see every option laid out before choosing; the grid is the shopping experience.
42.3	The Single-Object Minimalist	Wants one thing shown beautifully on white; the restraint is the quality signal.
42.4	The Pillow-Firmness Deliberator	Treats a pillow as a considered purchase; a plain profile shot lets her judge loft.
42.5	The Colour-Accent Bedroom Styler	Buying a shade to sit against existing bedding; the plum is the decision.
42.6	The One-Of-A-Kind Bed Owner	Wants her bedroom to look unlike anyone else's; uniqueness is the benefit being sold.
42.7	The Slipping-Sheet Sufferer	Has one persistent daily irritation; naming bamboo as the culprit makes the fix specific and competitive.
42.8	The Weight-And-Drape Assessor	Judges bedding on how it sits when stacked; the composition is the product demonstration.
42.9	The Cooler-Than-Sateen Comparer	Shops by fabric argument; two comparisons in one card do the whole job for a category she already understands.
42.10	The Spec-Grid Comparer	Wants firmness, support and construction laid out as a table; the chart is what converts a mattress from a feeling to a decision.
43.1	The Bundle-And-Save Bed Buyer	Buying a whole set-up at once; bundling removes several separate decisions she does not want to make.
43.2	The Four-Out-Of-Five Reassured	Wants a majority statistic plus a risk-free trial; the warranty and the hundred nights are what close it.
43.3	The Volume-Testimonial Reader	Needs a large number of sleepers behind the quotes; seventeen thousand is the credibility, the quotes are the texture.
43.4	The Move-In Moment Buyer	Reached at the exact life event that forces a mattress purchase; the empty room does the targeting.
43.5	The Empty-Room Visualiser	Judges by imagining the bed in a bare space; the sparse room is the canvas she is being handed.
43.6	The Hotel-Bed Recreator	Wants her bedroom to feel like a good hotel; the styling is the entire specification.
43.7	The City-Apartment Reader	Sold a scene rather than a spec; the skyline and the book are the life the mattress belongs to.
43.8	The Bedroom-Update Documenter	Framing a purchase as a room project; update is the language of a renovation, not a replacement.
43.9	The Holiday-Sale Waiter	Buys mattresses only on a named sale weekend; the dollar saving is the whole trigger.
43.10	The Luxury-Ticking Inspector	Judges a mattress by its surface finish; the quilted top in close-up is the quality cue.
44.1	The Sunday-Morning Lounger	Buying the unhurried morning being depicted; the tray and the laptop say this bed is where the day starts slowly.
44.2	The Parent Buying For A Child	Purchasing a gift that will produce visible delight; the child's face is the outcome she is buying.
44.3	The Print-Led Comfort Buyer	Chooses by pattern; clouds and novelty prints are the decision rather than the fabric.
44.4	The Enthusiastic-Peer Recommender	Trusts a woman of her own age visibly delighted rather than a model; the enthusiasm is the proof.
44.5	The Post-Shower Comfort Seeker	Has a specific small daily disappointment; a thin robe ruining a shower is precise enough to feel personally observed.
44.6	The Novelty-Print Collector	Buys prints as personality; the cowboy motif is the self-expression she is paying for.
44.7	The Direct-Question Prompter	Being pushed over a line she is already close to; what are you waiting for assumes the decision is made.
44.8	The Whole-Room Aspirant	Buys the complete styled bedroom; the individual product is nearly incidental to the scene.
44.9	The Duvet-Loft Watcher	Judges bedding on how it billows; the motion is the demonstration.
44.10	The Most-Loved Category Shopper	Wants to be shown the popular choice with a starting price; the ranking does the narrowing for her.
