37.1	The Dupe Verifier	Has a specific luxury scent in mind and is testing whether the copy holds; naming the original is the entire search intent.
37.2	The Side-By-Side Comparer	Wants the cheap bottle held against the expensive one; the physical comparison is the proof of equivalence.
37.3	The Designer-Reference Shopper	Cannot afford the house but knows the house; putting the original in frame is both the claim and the flattery.
37.4	The Fragrance-Collector Reviewer	Owns a wall of bottles and is trusted precisely because he has smelled everything; the shelf behind him is the credential.
37.5	The Set-Plus-Gift Buyer	Buys four for the price of three and stays for the scarf; the free object is what tips the basket.
37.6	The One-Note Explorer	Interested in a single ingredient expressed several ways; one ingredient, four moods turns a range into a tasting flight.
37.7	The Close-Up Application Watcher	Wants to see it worn on skin at close range rather than photographed as an object.
37.8	The Ingredient-Still-Life Reader	Reads a pear and a vanilla pod as the fragrance note list; the styling is the description.
37.9	The Bedside-Bottle Aesthete	Buys what will look right on rumpled linen; the intimacy of the setting is the selling.
37.10	The Full-Range Displayer	Wants the whole collection in one frame so she can pick a favourite from a family.
38.1	The Clean-At-Sephora Filterer	Shops within a retailer's certification badge; the seal is the shortlist she buys from.
38.2	The Retailer-Basket Browser	Reached at the point of a store haul; a full Sephora bag reads as a shopping trip rather than an ad.
38.3	The Sell-Out Restock Watcher	Missed it the first time; sold out in four hours plus back in stock is aimed at that specific regret.
38.4	The Body-Mist Casualwear Buyer	Wants a scent that belongs to a t-shirt and shorts rather than an evening; the setting sets the occasion.
38.5	The Gourmand-Note Seeker	Chooses by flavour vocabulary; deep, boozy and addictive is a taste description, not a smell one.
38.6	The Discovery-Set Sampler	Unwilling to commit blind to a full bottle; a coffret is permission to be indecisive.
38.7	The Vial-Row Completist	Attracted by the archive presentation; the row of samples suggests a library rather than a shop.
38.8	The Raw-Materials Romantic	Wants the botanicals laid out beside the bottle; the deconstruction is the authenticity claim.
38.9	The Discovery-Box Gifter	Buying a considered gift for someone whose taste she does not know; a sample set removes the risk of guessing wrong.
38.10	The Atelier-Story Buyer	Buying the workshop and the hands; the maker in frame is what justifies the price.
39.1	The Named-Note Minimalist	Buys a scent that says exactly what it is on the label; italian citrus needs no further explanation.
39.2	The Anti-Perfume Perfume Buyer	Wants fragrance without the pretension; a bottle that admits it does not know what it is flatters her scepticism.
39.3	The Novelty-Bottle Collector	Buys the object as much as the scent; an iridescent steamed-glass bottle is the reason to post it.
39.4	The Founder-Explaining-The-Idea Watcher	Wants the concept narrated by whoever thought of it; the animated explanation is the content.
39.5	The Home-Ambience Systemiser	Scenting a house rather than a body; the diffuser placed in a styled room is the aspiration.
39.6	The Interior-Object Buyer	Judges the device on whether it suits the shelf; it must read as decor before it reads as appliance.
39.7	The Delivery-Moment Watcher	Buys into the arrival; the box being carried in is the emotional payoff being sold.
39.8	The Note-Stack Reader	Chooses by a three-word accord; leather, sandalwood and amber is the entire specification.
39.9	The Note-Stack Reader	Chooses by a three-word accord; jasmine, ginger and vanilla is the entire specification.
39.10	The Clean-Laundry Scent Seeker	Wants her home to smell washed rather than perfumed; crisp laundry is the exact target.
40.1	The Understated-Formulation Buyer	Reads restraint as seriousness; cherished by many is as close to a boast as she wants to hear.
40.2	The Apothecary-Shelf Curator	Buys the amber bottles as a set for how they will look in a bathroom others will see.
40.3	The Small-Ritual Elevator	Spends disproportionately on an ordinary moment; framing hand care beside a loo roll is the joke and the point.
40.4	The Brand-World Watcher	Being sold an atmosphere with no claim at all; the choreography and the colour are the entire message.
40.5	The Gift-With-Purchase Trigger	Buys online when a sample is attached; exclusively online is what moves her from the store to the site.
40.6	The Cultural-Programming Audience	Not being sold a product at all; the brand is buying association with ideas and the perfume is never mentioned.
40.7	The Cultural-Programming Audience	Not being sold a product at all; the brand is buying association with ideas and the perfume is never mentioned.
40.8	The Long-Form Conversation Viewer	Watches for the talk rather than the brand; the sponsorship is the price of the content she wanted.
40.9	The Heritage-Location Aspirant	Buys the association with a place; Venice does the work of a claim.
40.10	The Cultural-Programming Audience	Not being sold a product at all; the brand is buying association with ideas and the perfume is never mentioned.
