49.1	The Sensitive-Stomach Endurance Athlete	Has been burned by sugary sports drinks; easy to digest and a short ingredient list are the requirements, not the features.
49.2	The Bottle-Prep Ritualist	Wants to see the powder go in and dissolve; the mixing shot answers the practical question she actually has.
49.3	The Multi-Terrain Generalist	Does a bit of everything outdoors and wants one shoe that permits all of it; the collage is the range of occasions.
49.4	The Waterproof-Boot Buyer	Shopping a specific technical requirement; a plain profile shot is what a decided buyer needs.
49.5	The Closed-Toe Sandal Seeker	Wants ventilation without exposure; the hybrid silhouette is the entire proposition.
49.6	The Wide-Fit Sufferer	Has trouble finding boots that fit and is scanning the toe box; the side-on shot is a fit assessment.
49.7	The Water-Ready Walker	Buys for wet ground and quick drying; the strap system is what she is judging.
49.8	The Replacement Buyer	Wearing out a pair he already trusts and looking for the same again; the catalogue shot is all he needs.
49.9	The Style-Conscious Comfort Convert	Refuses to choose between looking right and walking far; elevated style plus comfort names that exact standoff.
49.10	The Dressed-Up Adventurer	Wants technical footwear that works with a dress; the floral and the sandal together are the proof it can.
50.1	The Lightweight Convert	Has decided the old pair was too heavy; lighten up is the upgrade being sold to an existing owner.
50.2	The Western-Collab Follower	Buys the collaboration for the cultural reference; western roots is the identity being borrowed.
50.3	The Tonal-Colourway Buyer	Wants the version without the loud webbing; monochrome is the restraint she is paying for.
50.4	The Material-Upgrade Buyer	Trading up from webbing to leather; the material change is the whole news.
50.5	The Minimal-Carry Runner	Wants the smallest thing that will hold water and a phone; the sling is a capacity decision.
50.6	The Golden-Hour Rider	Sold the ride rather than the pack; the silhouette against the ridge is what he is buying into.
50.7	The Named-Athlete Follower	Buys what a specific competitor uses; the name and discipline in the corner are the credential.
50.8	The Mid-Race Drinker	Judging on whether it works at speed with one hand; the drinking-while-riding shot is the test.
50.9	The Vest-Over-Pack Convert	Has moved from backpack to run vest and wants to see it move on a body rather than on a hanger.
50.10	The Trail-Runner Buying Bounce	Watching how the load sits while running; stability under motion is the specification.
