13.1	The Spanish-Speaking Routine Sharer	Wants a trick rather than a regimen, told by a peer in her own language at her own kitchen counter.
13.2	The Ingrown-Hair Sufferer	The hair is not the problem, the aftermath is; listing rashes, itch and ingrowns names what actually ruins the week after shaving.
13.3	The Unboxing Evaluator	Judges an expensive device by how it arrives; the tray, the goggles and the fit of the case are read as evidence of engineering.
13.4	The Postpartum Woman With PCOS	Dealing with hair growth that is medical rather than cosmetic; hearing her exact double diagnosis said aloud is what stops the scroll.
13.5	The Spanish-Speaking At-Home Laser Convert	Wants clinic results in her own bathroom and in her own language; the playful line keeps a clinical device intimate.
13.6	The Razor-As-Self-Expression Buyer	Treats a disposable object as a taste signal; asking what her razor says about her turns commodity into character.
13.7	The Sub-Five-Dollar Impulse Buyer	Buys on the price point alone at this tier; under five dollars removes deliberation entirely.
13.8	The Cola-Stain Worrier	Knows exactly which drink is discolouring her teeth and will not give it up; the ad sells around the habit rather than against it.
13.9	The Free-Product Pile Believer	Reads a warehouse of stock being given away as proof of confidence rather than desperation.
13.10	The Man Comparing Against The Drawer	Being shown his own chaotic alternative next to one tidy device; the contrast is with his current mess, not a rival brand.
14.1	The Special-Edition Grooming Buyer	Owns the standard model and is being sold a colourway; the spec list is reassurance, the finish is the actual purchase.
14.2	The Man With A Chaotic Grooming Drawer	Recognises his own drawer instantly; the sticky-note PSA format makes the tidy-up feel like advice from a friend.
14.3	The Single-Problem Solver	Has one specific grooming complaint and wants one small tool for it, not a system.
14.4	The College Move-In Shopper	Buying against a seasonal checklist; framing it as an essential places it beside the laundry basket and the lamp.
14.5	The Bundle Comparison Reader	Wants the two devices' specs side by side before committing to the pair; the saving is secondary to knowing what each does.
14.6	The Aesthetic Bathroom Shopper	Buys the object that will sit on show; sparkle and colour are the specification.
14.7	The Blade-Count Logic Follower	Wants the reasoning spelled out as a chain: more blades, fewer swipes, less irritation. The syllogism is the persuasion.
14.8	The Surreal-Ad Rememberer	Not being sold a feature at all; the strangeness buys recall in a category where every ad looks identical.
14.9	The Disposable-Razor Accumulator	Confronted with the pile she has thrown away; the waste is the argument, and saving money is the permission.
14.10	The At-Home Device Sceptic Being Won Over	Needs a real person holding the device in a real bedroom before she believes a home tool can do a salon job.
15.1	The Gift-Set Buyer	Purchasing for someone else and needs it to look considered; the pouch and the colour do the work a formula never could.
15.2	The Sensitive-Skin Shaver	Has been hurt by ordinary shave products and is reading for protective and soothing before anything else.
15.3	The Review-Screenshot Scanner	Skims stacked five-star quotes for one that matches her exact problem; holy grail and pain-free are the phrases she is hunting.
15.4	The Ingrown-Fix Searcher	Arrived with a specific symptom already named in her head; the ad simply confirms it has the answer.
15.5	The Minimal-Object Aesthete	Wants intimate care to look like nothing at all on the shelf; the near-empty frame is the promise of discretion.
15.6	The Shark-Tank Validated Shopper	Treats televised investor approval as diligence already done on her behalf.
15.7	The Sensory-Jar Buyer	Buys the material itself; a glowing amber jar suspended in warm light sells texture before function.
15.8	The ASMR Routine Watcher	Watching for the sensation rather than the result; the sound and the pull are the content and the product is incidental.
15.9	The Girl With Nothing On At 6PM	Turning an empty evening into a small private ritual; the loneliness is acknowledged lightly rather than solved.
15.10	The Holiday-Prep Groomer	Working to a date and a swimsuit; the place and the prep framing makes grooming a travel task with a deadline.
16.1	The Woman Reclaiming Confidence In Her Own Body	Intimate care framed as how she feels undressed rather than how she looks dressed; the promise is private and the proof is her posture.
16.2	The Last-Minute Date Preparer	Keeps a kit for an occasion she has not scheduled yet; break-glass framing makes preparedness feel spontaneous rather than anxious.
16.3	The Time-Blocked Router	Runs her day in scheduled slots and is being sold a slot, not a product; putting it after school drop-off is the entire pitch.
16.4	The Single-Quote Convert	Needs one confident sentence from a stranger; superlative plus a clean product shot is the whole ad.
16.5	The Fragrance-Tier Chooser	Choosing a personality from a named grid rather than a scent from a description; the tier names do the self-selection.
16.6	The Character-Collaboration Collector	Buys the licence, not the sanitiser; a familiar cartoon converts a utility object into something worth displaying.
16.7	The Courtside Accessory Watcher	Reads what people carry at events as a shopping list; the product earns attention by being visible on someone stylish.
16.8	The Seasonal Scent Switcher	Rotates fragrance with the calendar; a holiday postcard theme gives her permission to buy another one she does not need.
16.9	The Expressive-Reaction Follower	Buys on a creator's face rather than her words; the exaggerated reaction is the review.
16.10	The Woman Noticing Her Hands	Has started reading her hands as the part that gives her age away; naming collagen loss makes a vague worry specific and treatable.
