29.1	The Rack-Comparison Shopper	Judging against a wall of near-identical black shorts; the sameness of the competition is the setup for the difference.
29.2	The Non-Toxic Activewear Convert	Has transferred chemical anxiety from food to clothing; zero polyester and zero synthetics is a purity claim, not a performance one.
29.3	The Material-Science Curious Runner	Wants the mechanism behind a fabric before paying more; explaining how merino regulates temperature is the persuasion.
29.4	The Limited-Flavour Completist	Buys the seasonal release before it goes; sells out is the urgency and the flavour name is the draw.
29.5	The Dessert-Flavour Skimmer	Scans for a flavour that sounds like a treat and checks the macros second; mint cookies and cream leads and fifteen grams follows.
29.6	The Coconut-Bite Comparator	Buys by resemblance to a known confection; the split bite shows texture no ingredient list could.
29.7	The Restaurant-Standard Taster	Uses a high compliment from a stranger as the whole proof; belonging on a menu is the bar being cleared.
29.8	The New-Flavour Announcement Follower	Already a customer being told there is something new; the drop is the news and the product is assumed.
29.9	The Macro-Checking Flavour Buyer	Wants indulgence framing with the numbers still visible; the strip along the bottom is what permits the purchase.
29.10	The Provenance-Led Apparel Buyer	Buying where and how it was made; naming the dye, the mill and the region is the product story.
30.1	The Natural-Dye Aesthete	Buys undyed and plant-dyed for the muted palette as much as the ethics; the flat-lay is the mood board.
30.2	The Process-Watching Buyer	Wants to see the making; drying racks in a field are evidence that this was not mass-produced.
30.3	The Dip-Count Detail Reader	Interested in the specific craft variable; four dips is the kind of detail that signals a real process to someone who cares.
30.4	The Capsule-Wardrobe Builder	Buying a coordinated set rather than a garment; laying four pieces together shows the system she is joining.
30.5	The Shade-Depth Chooser	Wants to select intensity rather than colour; being offered two, six or twelve dips turns buying into specifying.
30.6	The Bar-Discovery Storyteller	Frames the purchase as a find; found an energy bar is the language of a recommendation, not an ad.
30.7	The Older Endurance Athlete	Still training hard at an age where that is notable; the body and the vest do the qualifying.
30.8	The Label-Reading Sceptic On Camera	Turning the packet over on camera is the whole content; the audience wants to watch someone verify.
30.9	The Car-Seat Confessor	Talks to camera parked somewhere private; the setting signals an honest aside rather than a produced review.
30.10	The Older Male Authority	Lends the product the credibility of someone visibly past the age of chasing trends.
31.1	The Kitchen-Island Explainer	A calm domestic demonstration aimed at someone deciding whether this fits an ordinary week.
31.2	The Celebrity-Founder Follower	Buys because a specific famous woman made it and uses it; the founder is the formula.
31.3	The Editorial-Beauty Aspirant	Responds to fashion photography rather than product claims; the black-and-white portrait is the entire proposition.
31.4	The Texture-Pour Sensualist	Convinced by how a product moves; the slow drip on a macro shot sells feel before function.
31.5	The Collection Completist	Buys the set for how it will look together; the tumbling pile of identical bottles is the aspiration.
31.6	The Ambient-Mood Buyer	Being sold a feeling with no product argument at all; the palm and the light carry the brand.
31.7	The Routine Systemiser	Wants her regimen laid out as an ordered tray; the arrangement is the instruction manual she wanted.
31.8	The Reaction-Video Trustor	Buys on an unguarded face; the laugh is the review.
31.9	The Acne-Portfolio Chooser	Has tried single products and failed; being offered a range to select from respects that her acne is specific.
31.10	The Minimal-Label Believer	Reads clinical packaging as evidence of honest pricing; the plain tube is the anti-marketing signal she trusts.
32.1	The Sign-Up Discount Taker	Trades her email for ten per cent; the discount is the transaction and the newsletter is the cost.
32.2	The Community-Validated Buyer	Wants to know what most people already chose; favourites for good reason outsources the decision to the crowd.
32.3	The Two-Scent Bundler	Cannot choose between fragrances and is offered both at a saving; the value strike-through does the maths for her.
32.4	The Travel-Trio Builder	Buys for a suitcase rather than a shelf; the format is the purchase.
32.5	The Full-Size-Plus-Mini Buyer	Wants one for home and one for her bag; the duo solves a logistics problem she already has.
32.6	The Strike-Through Comparer	Converts on the gap between two numbers rather than the number itself.
32.7	The Seasonal Flavour Refresher	Buys lip products the way she buys drinks; fruity lips in season makes it a recurring purchase.
32.8	The Product-In-Hand Reviewer	Wants to see the object held at arm's length by a real person before ordering.
32.9	The Long-Hydration Claim Reader	Judges moisturiser on duration; a hundred hours is a number she can hold against her current jar.
32.10	The Shelfie Curator	Buys the range for how it photographs together; the colour-blocked stack is the product.
