25.1	The Coastal-Life Aspirant	Buying the man in the picture rather than the pomade; the van, the dog and the surf are the actual proposition.
25.2	The Authenticity-Signalling Buyer	Suspicious of polished grooming brands; a cluttered real barbershop is the credential the product is borrowing.
25.3	The Mirror-Check Styler	Judges a product on the moment he runs his hands through it; the gesture is the demo.
25.4	The Tin-Brand Loyalist	Recognises the label before the claim; the illustrated lid is the shorthand he already trusts.
25.5	The Colour-Name Shopper	Chooses by shade name and box design; a distinctive name is what she screenshots and searches later.
25.6	The Drop-Watching Colour Fan	Follows the brand for collections rather than products; new arrivals is the entire message.
25.7	The Artist-Collaboration Buyer	Buys the co-sign; a musician's name on the box makes the colour a statement of allegiance.
25.8	The Big-Colour Committer	Making a highly visible change and needs to see it on real hair first; the full result is the reassurance.
25.9	The Get-The-Look Copier	Wants the exact shade someone else achieved; naming the look as a recipe is what converts admiration into an order.
25.10	The Curly-Hair Colour Sceptic	Needs to see the dye behave on texture like hers before risking it; the curl pattern is the qualifying detail.
26.1	The Gadget-Curious Beauty Buyer	Buys tools as much as products; tiny rollers is the mechanical detail that earns the demo.
26.2	The Partner-Recommended Discoverer	Trusts a product that entered the house through someone close; the girlfriend framing removes the advertising suspicion.
26.3	The Hair-Damage-Avoiding Sleeper	Has learned that ordinary elastics cost her hair; satin is a defensive purchase against her own habits.
26.4	The Shedding-Panicked Washer	Watching hair come away in her hands and looking for anything to stop it; the fear is acute rather than cosmetic.
26.5	The Rice-Water Trend Follower	Has met the ingredient on social first and is now looking for a branded version she can just buy.
26.6	The Sale-Waiting Stockpiler	Times purchases to the annual sale and treats it as provisioning; the joke about survival supplies is aimed at a habit she already has.
26.7	The Retail-Aisle Discoverer	Encounters the product on a shelf rather than a feed; showing the peg hook tells her where to physically find it.
26.8	The Walmart Basket Filler	Buys where she already shops weekly; a basket of the product in a familiar store is the whole ad.
26.9	The Club-Store Bulk Buyer	Shops in warehouse quantities and compares member pricing; twenty-seven servings is the unit she thinks in.
26.10	The Two-Flavour Variety Buyer	Wants enough choice to avoid boredom but not enough to require a decision; two flavours is the sweet spot.
27.1	The Costco Aisle Convert	Waiting for a brand to reach the warehouse before trusting it at scale; in-store availability plus a coupon is the trigger.
27.2	The Fifty-Something Man With A Number	Has had bloodwork and now thinks in figures; a specific before-and-after testosterone reading is the format he believes.
27.3	The Man Reading His Body As Symptoms	Has four separate complaints and is being handed a single cause; puffy face and man boobs are named with deliberate bluntness.
27.4	The Last-Chance Stacker	Moves only when quantity and deadline combine; buy two get one with a countdown is the entire mechanism.
27.5	The Long-Term Acne Sufferer Drawing It Herself	Seven years of cystic acne makes her sceptical of polish; a hand-drawn before and after reads as a diary rather than a campaign.
27.6	The Barefoot-Shoe Adjacent Buyer	Already inside a subculture with strong opinions about feet; a founder confessing he built a better version of a cult product speaks that dialect.
27.7	The Sweat-Prone Sock Wearer	Has a specific daily discomfort and has been told synthetic is the cause; organic cotton is positioned as the fix.
27.8	The Toe-Sock Curious	Looking at an odd-looking product and needing it shown plainly; the clean studio shot lets him judge the shape without commitment.
27.9	The Minimal-Brand Trustor	Reads restraint as confidence; a wordmark on a plain field asks him to assume quality rather than be told it.
27.10	The Foot-Function Believer	Believes toes should be able to spread and is buying anatomy, not fashion.
28.1	The Converted Sceptic	Was actively against the product and changed her mind; the reversal is more persuasive than any first-time endorsement.
28.2	The Commuter With Tired Legs	Standing and walking all day; a man in transit with a backpack is the exact use case being sold.
28.3	The Day-Count Documenter	Trusts a running tally over a testimonial; day fifty-seven implies evidence gathered rather than an opinion held.
28.4	The Cold-Footed Sleeper	Cannot get warm in bed and is being sold a very small, very specific fix.
28.5	The Free-Pair Threshold Buyer	Waits for the two-free offer; the sold-out tape doubles as scarcity and as proof.
28.6	The Self-Diagnosing Leg-Ache Sufferer	Wants a checklist that tells her whether her symptom qualifies; three signs is an invitation to self-select.
28.7	The Man With Swamp Foot At Work	Has an embarrassing daily problem he has never named; blaming cotton reframes it as an equipment failure rather than a personal one.
28.8	The Polyester Objector	Has decided synthetic fabric is the problem across his whole wardrobe; the product is defined entirely by what it removes.
28.9	The Viral-Product Latecomer	Buys once something has been validated by other people's attention; calling it the viral pair is the reassurance.
28.10	The Fabric-Label Checker	Now reads garment tags the way he reads food labels; showing the care label is the proof shot.
