9.1	The Ingredient-List Auditor	Wants to know exactly what is in the scoop before she commits to a daily habit; naming baobab, chicory root and seaweed is the transparency she is buying.
9.2	The Personalisation Seeker	Rejects the idea that one formula suits everyone and wants to be sorted into her own; the quiz is the product experience.
9.3	The Stress-Relief Self-Prescriber	Has decided her problem is stress rather than sleep or diet, and is shopping a named category for it.
9.4	The Bedtime Ritual Builder	Buys an evening sequence rather than a supplement; calling it a routine makes the purchase about identity, not a symptom.
9.5	The Clinically-Studied Ingredient Shopper	Needs a branded, trademarked compound to believe a calm claim; KSM-66 does the work a vague adaptogen never could.
9.6	The Face-To-Camera Convert	Trusts a woman explaining a jar in her own kitchen more than any packaging; the informality is the credential.
9.7	The Quiet-Result Reporter	Responds to understatement rather than transformation; low-key delivery reads as someone with nothing to sell.
9.8	The Woman Watching Her Hair Thin	Reads thinning as a countdown she can still interrupt; doesn't have to be forever is aimed exactly at that fear.
9.9	The Vitamin-Label Checker	Has stopped buying the fun-looking children's vitamins and now checks the first ingredient; the ad rewards her new suspicion.
9.10	The Sugar-First Ingredient Objector	Puts a product back when sugar leads the label; organic fruit as first ingredient is the single fact she needs.
10.1	The Parent of a Vegetable Refuser	Living a nightly negotiation at the dinner table; the mock news bulletin lets her laugh at a problem she finds genuinely wearing.
10.2	The Dog Owner Who Reads Labels	Has transferred her own clean-eating standards onto the dog; a five-star quote from another owner closes the gap between care and cost.
10.3	The Switching Dog Parent	Already dissatisfied with the current bag and looking for permission; see why others are switching removes the risk of being first.
10.4	The Longevity-Minded Dog Owner	Is not feeding a pet, she is postponing a loss; a longer life rather than a fuller bowl names the real purchase.
10.5	The Real-Food Dog Feeder	Judges dog food by whether she can identify what is in the bowl; the cloche reveal borrows restaurant grammar to make kibble look shameful.
10.6	The Gaming-IP Collector	Buys the collaboration rather than the formula; the licensed property is the product and the energy is the delivery mechanism.
10.7	The Franchise Loyalist	Follows a show into the supplement aisle; a limited character tin is a merch purchase that happens to be drinkable.
10.8	The Bulk Sachet Stocker	Buys in twenty-packs because the habit is daily and the format is disposable; unit price is the whole calculation.
10.9	The Free-Shaker Threshold Buyer	Waits for the accessory to be bundled before ordering; the shaker is a tangible object where a percentage is abstract.
10.10	The Deep-Discount Waiter	Never buys at full price and knows the cycle; fifty-six per cent is the number that finally moves him.
11.1	The Convenience-Store Cost Escapee	Has done the arithmetic on four to seven dollars a can and been shocked by his own annual spend; powder is the answer to a budget, not a taste.
11.2	The Cookware Upgrader	Treats a pan as a durable purchase and wants it to look like equipment; the dark studio shot sells permanence.
11.3	The Range-Completing Owner	Already owns the line and is being told a gap in it now exists; out now is aimed at a customer, not a prospect.
11.4	The Chef-Endorsed Home Cook	Wants the validation of someone who cooks professionally; giving a damn is framed as the entry requirement, not the skill.
11.5	The Scarcity-Driven Kitchen Collector	Buys limited runs to complete a set; limited quantities converts a pizza steel into an event.
11.6	The Sensory Demo Watcher	Convinced by material behaviour rather than specification; watching something move on the surface does what a spec sheet cannot.
11.7	The Home-Bar Aspirant	Buying a hosting identity; a celebrity collaboration on a shaker sells the evening he imagines having.
11.8	The Woman Cataloguing Her Own Symptoms	Has bloating, mood swings and crashes filed as separate problems and is being offered one cause for all three.
11.9	The Forty-Something Whose Body Changed Without Warning	Experienced the shift as sudden and unexplained; being told there is a mechanism is more valuable than being told there is a cure.
11.10	The Woman Who Stopped Taking It	Regret framing aimed at a lapsed user rather than a new one; the loss she is being sold is of a result she already had.
12.1	The Consistency-Discounted Subscriber	Knows her failure mode is stopping after a month; the saving is priced against her own history of quitting.
12.2	The Woman Snapping At Her Family	Locates the shame in her temper rather than her body, which is a far more private admission and a far stronger hook.
12.3	The Woman Doing Everything Right And Getting Nowhere	Same effort, different outcome is the exact grievance; the ad blames her physiology so she does not have to blame her discipline.
12.4	The Woman Whose Forties Arrived Overnight	Reads a sudden change in shape as betrayal rather than ageing; naming the decade tells her she is not an isolated case.
12.5	The Mechanism-Wanting Skeptic	Will not buy a hormone claim without steps; a numbered four-stage explanation plus a price is what converts her scepticism.
12.6	The Texture-First Skincare Buyer	Decides on how a product feels between her fingers; the swatch is the demonstration and the claim is secondary.
12.7	The Still-Moving Older Woman	Wants proof the buyer stayed capable, not just that she looks well; the exercise mat is the evidence.
12.8	The Under-Eye Self-Auditor	Examines one specific feature in the mirror daily; a split-screen on the same face is the only before-and-after she trusts.
12.9	The Fifty-Something Comparison Shopper	Uses a visibly age-matched celebrity as the benchmark; at 52 is the qualifier doing all the work.
12.10	The Spanish-Speaking Try-Before-Buy Shopper	Wants the pitch in her own language and the risk removed before she pays; taste and mixability are the practical objections being answered.
