21.1	The Salon-Result-At-Home Chaser	rules-stopped-working	spectacle-demo,borrowed-authority	stranger	Without the crunch names the exact failure of every gel she has used; the stylist's hands are the proof.
21.2	The Salon-Result-At-Home Chaser	cant-evaluate-it	spectacle-demo	stranger	Water poured over finished hair; the stunt is the only way to make an invisible claim visible.
21.3	The Travel-Size Packer	choosing-a-variant	identity-display	product-only	A travel size is bought for a trip, not for hair; the occasion is the segment.
21.4	The Hair-Transformation Watcher	routine-as-content	identity-display	peer-to-camera	Hands in her own hair, no claim on screen; the result is the entire ad and she is judging it by eye.
21.5	The Hair-Transformation Watcher	seen-owning-it	identity-display	stranger	A restaurant table and a date stamp; the hair is being worn somewhere, which is the point of it.
21.6	The Hair-Transformation Watcher	routine-as-content	spectacle-demo	peer-to-camera	Long straight hair thrown forward; movement is the proof that survives being filmed on a phone.
21.7	The Hair-Transformation Watcher	routine-as-content	spectacle-demo	peer-to-camera	Working it in at the roots; she is watching the application, not the after.
21.8	The Buy-More-Save-More Restocker	restocking	value-arithmetic	product-only	Jumbo size and eighteen percent savings; she has the flake problem solved and is now solving the cost.
21.9	The Damage-Repair Seeker	rules-stopped-working	spectacle-demo	product-only	Dry strands named directly over the hair being described; the diagnosis and the shot are the same frame.
21.10	The Get-Ready-With-Me Follower	named-hour	ritual-construction	peer-to-camera	Getting ready for a night out is the format; the product has to earn a place inside a sequence she already films.
22.1	The Damage-Repair Seeker	choosing-a-variant	identity-display	product-only	Dry to medium hair printed on the bottle; the segmentation is done on the pack, not in the ad.
22.2	The Buy-More-Save-More Restocker	restocking	value-arithmetic	product-only	Rinse, refill, repeat turns reordering into a loop; the pouch is cheaper and reads as virtuous.
22.3	The Bathroom-Shelf Displayer	seen-owning-it	identity-display	product-only	A macro shot of an embossed cap and nothing else; the object is being sold as an object.
22.4	The Bathroom-Shelf Displayer	seen-owning-it	identity-display	product-only	One bottle, one shadow, no copy; the confidence of the layout is the price justification.
22.5	The Bathroom-Shelf Displayer	seen-owning-it	identity-display	product-only	Gold on black arranged like fragrance; this belongs on a counter, not in a shower caddy.
22.6	The Hair-Transformation Watcher	routine-as-content	identity-display	peer-to-camera	Red dress, foliage, product held at chest height; the styling is the claim the copy is not making.
22.7	The Beach-Hair Chaser	routine-as-content	identity-display	peer-to-camera	One thing about me is an identity statement; beach hair is the look she has decided is hers.
22.8	The Hair-Transformation Watcher	choosing-a-variant	peer-proof	peer-to-camera	Two bottles held up to the lens; she is being walked through a choice by someone who has made it.
22.9	The Hair-Transformation Watcher	seen-owning-it	identity-display	stranger	A sharp bob by a mirror; the cut is the aspiration and the product is what maintains it.
22.10	The Salon-Result-At-Home Chaser	cant-evaluate-it	peer-proof	peer-to-camera	Two women reacting to each other in a salon; the second opinion is what makes the first one land.
