39.1	The Clean-Label Bar Scanner	expects-it-to-be-unpleasant	absence-screening,peer-proof	product-only	No stevia is the specific complaint she has about every other bar; the ad names her exact objection.
39.2	The Variety-Pack Household Buyer	choosing-a-variant	peer-proof	peer-to-camera	A tasting menu for protein snacks reframes indecision as an experience worth paying for.
39.3	The Variety-Pack Household Buyer	choosing-a-variant	value-arithmetic,risk-reversal	graphic	Twelve bars, six flavours, one box; the sampler exists so she never has to pick wrong.
39.4	The Variety-Pack Household Buyer	waiting-for-the-price	value-arithmetic	graphic	Fifteen dollars off the same sampler; the pack is settled and only the number is being tested.
39.5	The Clean-Label Bar Scanner	vetting-ingredients	quantified-outcome,peer-proof	peer-to-camera	Fourteen grams of clean protein; the adjective is doing more work than the number.
39.6	The Clean-Label Bar Scanner	choosing-a-variant	value-arithmetic,quantified-outcome	product-only	Protein plus fibre written as an equation; she is being handed a rule she can repeat.
39.7	The Variety-Pack Household Buyer	choosing-a-variant	risk-reversal	product-only	Lets me try out is the whole benefit; the sampler is being sold as permission to be undecided.
39.8	The Armchair Expeditioner	routine-as-content	identity-display	stranger	Arriving at a cabin with a duffel; the bar is being placed inside a weekend she wants to have.
39.9	The Longevity Optimiser	on-a-protocol	identity-display	peer-to-camera	A sauna and an ad tag; the protocol is the content and the product is one item inside it.
39.10	The Protein-Target Tracker	on-a-protocol	quantified-outcome,ritual-construction	peer-to-camera	A hundred and twenty grams is a daily quota; the video is arithmetic she is auditing against her own.
40.1	The Slow-Ritual Aspirant	routine-as-content	ritual-construction	peer-to-camera	Let's go on a colour walk; the bar is being written into an afternoon she would like to be having.
40.2	The Boot-Of-The-Car Snacker	named-hour	ritual-construction	peer-to-camera	Unwrapped at the wheel; this is where the gap between two obligations actually happens.
40.3	The At-Home Cafe Recreator	named-hour	identity-display	product-only	Bar, latte, fresh flowers; the still life is claiming a morning rather than a nutrition profile.
40.4	The Smooth-Skin Shortcut Taker	routine-as-content	spectacle-demo	peer-to-camera	How to get smooth is a tutorial promise; she has been doing this wrong and wants the sequence.
40.5	The Smooth-Skin Shortcut Taker	unsayable-symptom	naming-the-shame,peer-proof	peer-to-camera	Strawberry legs is a term she has searched and not said; the question format makes it askable.
40.6	The Smooth-Skin Shortcut Taker	life-event	ritual-construction	peer-to-camera	I leave for my Europe vacation tomorrow; the trip is the deadline that turns intent into a purchase.
40.7	The Smooth-Skin Shortcut Taker	routine-as-content	spectacle-demo	peer-to-camera	Same robe, same bathroom, same opening line; the repetition is the format doing its job.
40.8	The Smooth-Skin Shortcut Taker	routine-as-content	ritual-construction	peer-to-camera	At-home hair removal placed inside a beauty routine; the framing removes the sense of a chore.
40.9	The Everyday-Carry Curator	choosing-a-variant	identity-display	product-only	Minis and charms on a beach towel; the products are being styled as things worth carrying.
40.10	The Smooth-Skin Shortcut Taker	seen-owning-it	spectacle-demo	graphic	A street corner turned into a billboard; the scale is the claim that everybody is doing this.
