37.1	The Gym-Bag Packer	routine-as-content	peer-proof	product-only	A pack dumped on a bedroom floor; the untidiness is what makes it read as a real bag being used.
37.2	The Armchair Expeditioner	seen-owning-it	identity-display,borrowed-authority	athlete	A named athlete in silhouette and spray; the vest is being sold as equipment somebody serious chose.
37.3	The New Mother Building A Routine	life-event	ritual-construction	peer-to-camera	Four month old night-time bath routine is the whole title; she is being handed a sequence, not a product.
37.4	The Celebrity-Brand Follower	cant-evaluate-it	borrowed-authority	celebrity	The founder speaking directly; the face is the quality-control claim this category cannot otherwise make.
37.5	The Sweepstakes Entrant	seen-owning-it	scarcity-or-apology,peer-proof	graphic	A national campaign and twenty-five thousand dollars; the prize is being seen, and the money is the excuse.
37.6	The New Mother Building A Routine	routine-as-content	peer-proof	peer-to-camera	Kneeling on a play mat mid-laugh; the room is the credential and nothing in it is styled.
37.7	The Parent Auditing The Gummy Panel	buying-for-someone-else	absence-screening	product-only	Life's most delicate skin is a standard, not a benefit; fragrance free is what she is actually checking.
37.8	The New Mother Building A Routine	buying-for-someone-else	identity-display	stranger	Skin to skin, shot warm and close; the ad is selling the version of motherhood she wants to be inside.
37.9	The New Mother Building A Routine	routine-as-content	peer-proof	peer-to-camera	A bathroom mirror and a phone; the format says this is a friend showing her what she uses.
37.10	The Kit-Over-Components Buyer	first-time-in-category	risk-reversal,value-arithmetic	product-only	A discovery set is permission to be wrong; she does not yet know which one she likes.
