29.1	The Shade-Matcher	choosing-a-variant	spectacle-demo	graphic	Fifteen identical pencils in a column; the repetition is the range and the range is the reason to look.
29.2	The Overwhelmed Ingredient Shopper	cant-evaluate-it	peer-proof	product-only	Favourites is a shortlist for someone facing forty bottles; the community picked so she does not have to.
29.3	The Free-Gift Threshold Buyer	waiting-for-the-price	value-arithmetic	product-only	Ten percent for an email; the price of entry is data and she has already decided that is fair.
29.4	The Overwhelmed Ingredient Shopper	unsayable-symptom	naming-the-shame,quantified-outcome	product-only	Redness photographed at pore scale; the percentage on the pack is what makes the close-up bearable.
29.5	The Self-Blamer Let Off The Hook	unsayable-symptom	blame-relocation	graphic	Blemishes are a natural part of the ecosystem; the ad refuses to treat her skin as a failure.
29.6	The Overwhelmed Ingredient Shopper	cant-evaluate-it	peer-proof	peer-to-camera	A streamer and an avatar rather than a model; the format says this is someone she follows, not a campaign.
29.7	The Bathroom-Shelf Displayer	seen-owning-it	peer-proof,identity-display	product-only	The scent everyone's obsessed with sells a reputation, not a smell; she is buying into a consensus.
29.8	The Bathroom-Shelf Displayer	seen-owning-it	peer-proof,identity-display	product-only	The identical frame running unchanged for months; the sentence is doing all the work.
29.9	The Slow-Ritual Aspirant	routine-as-content	ritual-construction	stranger	A bath facing a forest; the product is barely present because the hour is what is being sold.
29.10	The Bathroom-Shelf Displayer	choosing-a-variant	scarcity-or-apology	product-only	Introducing is aimed at people already in; the launch matters because the shelf is a collection.
30.1	The Injectables Alternative Seeker	routine-as-content	identity-display	peer-to-camera	Robe, marble, headband; the setting says spa and the product is being offered in place of one.
30.2	The Injectables Alternative Seeker	cant-evaluate-it	origin-transparency	stranger	A vitamin bath for your skin explains by metaphor; she cannot assess the actives so she assesses the sentence.
30.3	The Injectables Alternative Seeker	cant-evaluate-it	peer-proof	stranger	Real reviews, real results; the word real twice is aimed at someone who assumes the category lies.
30.4	The Injectables Alternative Seeker	body-changed-overnight	quantified-outcome,absence-screening	product-only	Fifty-three looks forty-three is the arithmetic; no injections is what makes it a decision she can own.
30.5	The Injectables Alternative Seeker	body-changed-overnight	quantified-outcome,borrowed-authority	product-only	A quoted age gap plus three award seals; the number is personal and the badges make it defensible.
30.6	The Injectables Alternative Seeker	choosing-a-variant	peer-proof	peer-to-camera	Three products held up together; the routine is the unit being sold, not the jar.
30.7	The Shade-Matcher	choosing-a-variant	identity-display	product-only	A compact on white with no copy; the pink lid is the brand and the pan is the decision.
30.8	The Shade-Matcher	choosing-a-variant	borrowed-authority,spectacle-demo	stranger	Shade 5n named on screen; she is watching to see it on someone before she picks her own.
30.9	The Texture-Proof Watcher	cant-evaluate-it	spectacle-demo	graphic	A glossy black form on grey; the finish is the entire claim and it can only be shown.
30.10	The Celebrity-Brand Follower	seen-owning-it	borrowed-authority,identity-display	celebrity	The founder holding her own product; the face is the formula and the purchase is proximity.
