25.1	The Low-T Suspecting Man	on-a-protocol	peer-proof,risk-reversal	peer-to-camera	The same comment reply running four months; TRT or natural is the question the whole segment is asking.
25.2	The Self-Blamer Let Off The Hook	rules-stopped-working	blame-relocation,quantified-outcome	product-only	Your slow metabolism might be why relocates a decade of failed dieting onto an organ.
25.3	The Provenance-Priced Buyer	vetting-ingredients	origin-transparency,spectacle-demo	graphic	Reindeer versus beef is a sourcing argument nobody asked for; the exotic origin is the entire premium.
25.4	The Low-T Suspecting Man	cant-evaluate-it	peer-proof,identity-display	peer-to-camera	A woman naming the visible signs; the assessment carries because it comes from the audience he cares about.
25.5	The Woman Buying For Her Man	buying-for-someone-else	quantified-outcome,naming-the-shame	product-only	My husband got fat is said out loud; thirteen days makes the intervention sound like something she did.
25.6	The Texture-Proof Watcher	cant-evaluate-it	spectacle-demo	product-only	Five minutes later is the only claim; the balm has to visibly change something on camera.
25.7	The Scarcity-Cued Buyer	waiting-for-the-price	scarcity-or-apology	product-only	Low stock is the whole message; the product is barely shown because urgency is what is being sold.
25.8	The Foot-Shape Convert	quitting-an-incumbent	spectacle-demo	product-only	Two feet, two socks, one shoe each; the split screen makes an anatomical claim without a word.
25.9	The Foot-Shape Convert	quitting-an-incumbent	spectacle-demo,naming-the-shame	graphic	A shrink-wrapped foot is grotesque on purpose; the image accuses every sock he already owns.
25.10	The Foot-Shape Convert	cant-evaluate-it	peer-proof,retail-verification	stranger	An older man trying them on at a trade stand; the unglamorous setting is the credibility.
26.1	The Foot-Shape Convert	choosing-a-variant	scarcity-or-apology	product-only	Just launched aimed at people already in the toe-sock argument; this is a line extension, not a conversion.
26.2	The Trades Boot Wearer	choosing-a-variant	identity-display	product-only	The word TRADES on the pack does the targeting; the boot in frame confirms who this is not for.
26.3	The Counterfeit-Wary Direct Buyer	cant-evaluate-it	risk-reversal,origin-transparency	product-only	Do not buy these on Amazon written on the box; the warning is the trust signal and the sales pitch.
26.4	The Price-Objection Reader	waiting-for-the-price	value-arithmetic	product-only	If price has been is the opening of a rebuttal; he has already decided it costs too much.
26.5	The Self-Blamer Let Off The Hook	rules-stopped-working	blame-relocation	peer-to-camera	This is not just getting older refuses the explanation she has been given; the refusal is the product.
26.6	The Microplastic Auditor	quitting-an-incumbent	scarcity-or-apology,absence-screening	graphic	Apologies to anyone who bought is a taunt; polyester is being reframed as plastic she has been wearing.
26.7	The Everyday-Carry Curator	choosing-a-variant	identity-display	athlete	Men who wear cashmere is the whole segment; the fabric is a class signal wearing gym-shorts clothing.
26.8	The Scarcity-Cued Buyer	waiting-for-the-price	scarcity-or-apology,value-arithmetic	product-only	Sold out then back then not for long; three urgency states stacked before the offer even appears.
26.9	The Kitchen-Counter Demonstrator	cant-evaluate-it	peer-proof	peer-to-camera	Holding it at her own table mid-sentence; the recommendation is the format and the bar is the prop.
26.10	The Clean-Label Bar Scanner	on-a-protocol	absence-screening,quantified-outcome	product-only	Better than keto positions it against a diet rather than a competitor; she is already following rules.
