11.1	The Microplastic Auditor	vetting-ingredients	absence-screening,risk-reversal	product-only	Forever chemicals sits in the same badge row as oven-safe; he screens cookware the way he screens a label.
11.2	The Woman In A New Phase Of Life	body-changed-overnight	quantified-outcome	product-only	Three symptoms listed on the bottle itself; she is matching a label to a list she already keeps.
11.3	The Woman In A New Phase Of Life	body-changed-overnight	peer-proof,quantified-outcome	peer-to-camera	In my 20s again is the promise; the unstyled walk-and-talk is what makes it survivable as a claim.
11.4	The Self-Blamer Let Off The Hook	unsayable-symptom	blame-relocation,naming-the-shame	product-only	I thought I had an anger problem is the confession; the ad's job is to move the fault off her character.
11.5	The Dieter Whose Old Tricks Stopped Working	rules-stopped-working	quantified-outcome,blame-relocation	product-only	Belly fat is renamed as bloating and gas, which makes it a mechanism rather than a discipline failure.
11.6	The Intimate-Symptom Confessor	unsayable-symptom	peer-proof,naming-the-shame	product-only	Sex life and bloating in one sentence, attributed to a first name; permission arrives through another woman.
11.7	The Intimate-Symptom Confessor	unsayable-symptom	naming-the-shame	graphic	The word is set in neon at billboard scale; the shock is the point and the relief is the product.
11.8	The Dieter Whose Old Tricks Stopped Working	rules-stopped-working	peer-proof,blame-relocation	product-only	I'm 30 dates the change precisely; the body broke a contract she thought she had.
11.9	The Intimate-Symptom Confessor	unsayable-symptom	naming-the-shame,peer-proof	product-only	A review nobody would write in public, printed as a headline; the quotation marks carry the risk.
11.10	The Self-Blamer Let Off The Hook	rules-stopped-working	blame-relocation,peer-proof	stranger	Fifteen years to understand this reframes a decade of self-blame as a missing diagnosis.
12.1	The Woman In A New Phase Of Life	body-changed-overnight	quantified-outcome	product-only	Battles menopause makes the bottle a combatant; she wants something on her side, not something gentle.
12.2	The Self-Blamer Let Off The Hook	rules-stopped-working	blame-relocation	graphic	Magnesium, melatonin and sleep apps all named and dismissed; the failed stack is the credential.
12.3	The Recipe-Hack Follower	routine-as-content	spectacle-demo	peer-to-camera	The supplement is dissolved into a drink worth filming; the recipe is the reason to watch to the end.
12.4	The Warehouse-Scale Believer	cant-evaluate-it	spectacle-demo	graphic	A cascade of capsules with no claim attached; abundance is standing in for evidence.
12.5	The At-Home Laser Convert	first-time-in-category	spectacle-demo	peer-to-camera	Holding the box before she has used it; the unboxing is the moment she is deciding, not reporting.
12.6	The At-Home Laser Convert	quitting-an-incumbent	identity-display	peer-to-camera	Forever is the word doing the work; she is not buying a device, she is cancelling a lifelong chore.
12.8	The Pregnancy Skin-Change Adapter	life-event	peer-proof	peer-to-camera	The bump is the segmentation; everything about her routine is provisional for nine months.
12.9	The Bikini-Line Perfectionist	unsayable-symptom	spectacle-demo,naming-the-shame	product-only	The area is shown, the joke defuses it, and the texture shot supplies the proof she cannot ask for.
12.10	The Texture-Proof Watcher	cant-evaluate-it	spectacle-demo	product-only	Judges it on how it moves out of the tube; the squeeze is the review.
