9.1	The Newly Pregnant Re-Stacker	life-event	peer-proof	product-only	A whole regimen just became provisional; a launch aimed at the exact phase she is in reads as timing, not marketing.
9.2	The Morning-Ritual Filmer	routine-as-content	ritual-construction	product-only	Candle, flowers, amber glass; romanticize is the instruction and adherence is the outcome being sold.
9.3	The Beauty-Routine Delegator	optimising-a-stack	identity-display	stranger	Her outside is handled; she is shopping for the part of the routine that does not show in a mirror.
9.4	The Hormone-Habit Builder	on-a-protocol	ritual-construction,borrowed-authority	graphic	A week laid out as a calendar; isn't luck reframes a body complaint as a compliance problem she can win.
9.5	The Woman In A New Phase Of Life	body-changed-overnight	blame-relocation,quantified-outcome	stranger	Perimenopause changed your metabolism is the whole hook; the bullets are consolation after the diagnosis.
9.6	The Woman In A New Phase Of Life	body-changed-overnight	blame-relocation,origin-transparency	product-only	Your hormones affect your metabolism, then three named actives; the blame moves and the fix gets a name.
9.7	The GLP-1 Muscle Preserver	on-a-protocol	quantified-outcome	product-only	Wingwoman positions it beside the drug rather than against it; she is buying an adjunct, not a replacement.
9.8	The Parent Auditing The Gummy Panel	buying-for-someone-else	absence-screening,naming-the-shame	product-only	Last year you sent your kids is retrospective guilt; the bin is where the previous decision goes.
9.9	The Parent Auditing The Gummy Panel	vetting-ingredients	naming-the-shame,origin-transparency	peer-to-camera	The panel is screenshotted and read aloud; lied to makes an ingredient list into a betrayal.
9.10	The Parent Auditing The Gummy Panel	vetting-ingredients	naming-the-shame,origin-transparency	peer-to-camera	Same panel, same anger; the format is a document being held up as evidence.
10.1	The Parent Auditing The Gummy Panel	vetting-ingredients	origin-transparency,naming-the-shame	peer-to-camera	Candy factories is the image that does the work; where it is made lands harder than what is in it.
10.2	The Dog-Years Extender	buying-for-someone-else	quantified-outcome	product-only	More life to their years is the job; the bowl is styled like a dish because the buyer eats with her eyes.
10.3	The Dog-Years Extender	buying-for-someone-else	identity-display	product-only	Most beautiful meal of the day is aimed at the owner's taste, not the dog's; the picnic is the aspiration.
10.4	The Fandom Collector	seen-owning-it	identity-display,scarcity-or-apology	graphic	The lunchbox and the shaker matter more than the powder; this is merchandise with a flavour attached.
10.5	The Fandom Collector	seen-owning-it	identity-display,scarcity-or-apology	graphic	The licence is the flavour; pomegranate green tea is a detail he will not check before buying.
10.6	The Fandom Collector	seen-owning-it	scarcity-or-apology	graphic	Two logos on black and nothing else; the tease works because he already knows what the pairing means.
10.7	The Fandom Collector	seen-owning-it	scarcity-or-apology,identity-display	graphic	Limited-edition collector's box is the product name; the drop mechanic is the reason to act today.
10.8	The Pizza-Steel Convert	seen-owning-it	peer-proof,spectacle-demo	graphic	A pie chart made of pizza; the joke assumes he is already in the group and only asks which slice.
10.9	The Pizza-Steel Convert	routine-as-content	spectacle-demo,ritual-construction	product-only	Nobody talks about is the hook for an owner, not a shopper; this ad is sold to people who already bought.
10.10	The Kitchen-Kit Completer	choosing-a-variant	spectacle-demo,identity-display	product-only	Armor for your kitchen sells an apron to someone who already owns the pans; beading water is the proof.
