19.1	The Damage-Repair Seeker	choosing-a-variant	quantified-outcome,spectacle-demo	product-only	Fine-medium hair sits above the headline; she self-selects by hair type before she reads a benefit.
19.2	The Custom-Formula Believer	choosing-a-variant	identity-display	peer-to-camera	Her name printed on the bottle is the product; personalisation is being sold as being seen.
19.3	The Custom-Formula Believer	quitting-an-incumbent	peer-proof	product-only	Replaced every other one I owned is a clear-out, not a purchase; the two litre bottles are the commitment.
19.4	The Damage-Repair Seeker	rules-stopped-working	naming-the-shame,peer-proof	peer-to-camera	If you've ever straightened your textured hair is an accusation she recognises as her own history.
19.5	The Price-Objection Reader	waiting-for-the-price	value-arithmetic,origin-transparency	product-only	The ad puts her objection in the headline and then answers it in eight lines; she will read all of them.
19.6	The Custom-Formula Believer	cant-evaluate-it	origin-transparency	graphic	A diagram instead of a claim; she wants to see how the formula was decided before she trusts it.
19.7	The Grooming-Routine Voyeur	routine-as-content	identity-display	peer-to-camera	A man who looks like he does not think about his hair, talking about his hair; that contradiction is the permission.
19.8	The Straight-Talking Operator	cant-evaluate-it	peer-proof,borrowed-authority	peer-to-camera	A mic and a cap; the podcast staging tells him this is a conversation he is overhearing.
19.9	The Beach-Hair Chaser	choosing-a-variant	identity-display	stranger	Ocean-inspired waves is a look she can name; healthier is the excuse that lets her buy it.
19.10	The Grooming-Routine Voyeur	quitting-an-incumbent	peer-proof	peer-to-camera	Stiff is the word for the gel he is leaving; natural texture is what he thinks he is allowed to want now.
20.1	The Grooming-Routine Voyeur	routine-as-content	ritual-construction	peer-to-camera	Easy hair routine is the whole promise; he is buying fewer steps, not better hair.
20.2	The Grooming-Routine Voyeur	routine-as-content	identity-display	peer-to-camera	Flannel in a barn selling styling product; the setting is doing the work of saying this is still masculine.
20.3	The Cost-Per-Day Calculator	waiting-for-the-price	value-arithmetic,ritual-construction	product-only	Forty-five cents a day converts a tin into a subscription he can justify without thinking about the tin.
20.4	The Scalp-First Convert	cant-evaluate-it	identity-display	stranger	No claim, just hair being touched; the shot is the outcome and the brand is trusting her to want it.
20.5	The Scalp-First Convert	unsayable-symptom	naming-the-shame	product-only	Oily roots, flakes and congested scalp listed as questions; she answers yes to at least one and stays.
20.6	The Scalp-First Convert	cant-evaluate-it	ritual-construction	stranger	Your guide and step by step; she needs to be taught the routine before she will buy the bottle.
20.7	The Scalp-First Convert	unsayable-symptom	spectacle-demo	peer-to-camera	Parting her own hair to show the scalp; the inspection is the format and the flakes are the subject.
20.8	The Scalp-First Convert	cant-evaluate-it	quantified-outcome,spectacle-demo	stranger	In one wash sets the horizon; she will not persist with something that takes a month to prove itself.
20.9	The Editor-Endorsement Follower	cant-evaluate-it	borrowed-authority,peer-proof	product-only	Beauty editors is the shortcut; she outsources the shortlist to people paid to try everything.
20.10	The Salon-Result-At-Home Chaser	restocking	peer-proof	peer-to-camera	Two full-size bottles held up like a haul; the size signals she has already been through one.
