1.1	The Panel-Reading GLP-1 Patient	on-a-protocol	quantified-outcome,absence-screening	peer-to-camera	Turns the bag over on camera because the drug made nutrition a checklist; 27 vitamins is an audit, not a boast.
1.2	The GLP-1 Patient Who Wants It Ready-Made	on-a-protocol	retail-verification,quantified-outcome	product-only	Sold on the nutrition gap and now wants it solved without mixing anything; a bottle on a Target shelf is the whole upgrade.
1.3	The Warehouse-Scale Believer	cant-evaluate-it	spectacle-demo	graphic	Reads physical volume as proof of demand; a pallet of protein is an argument no claim could make.
1.4	The Fridge-Stocked Convert	restocking	identity-display,ritual-construction	peer-to-camera	Has made it furniture in her own kitchen; the stocked shelf is the commitment being displayed.
1.5	The Gut-Anxious Scroller	unsayable-symptom	naming-the-shame,spectacle-demo	graphic	A sad cartoon in a colon does what no photograph could: makes an intestinal complaint cute enough to watch.
1.6	The Calorie-Cutter Missing Something	rules-stopped-working	borrowed-authority	graphic	Has been dieting correctly and is told the deficit itself created a new problem; the editorial format makes it read as news.
1.7	The Once-A-Week Sufferer	unsayable-symptom	naming-the-shame,spectacle-demo	graphic	A bowel frequency nobody says out loud, dramatised in dolls so she can laugh instead of cringe.
1.8	The Straight-Talking Operator	cant-evaluate-it	peer-proof	peer-to-camera	Wants it explained by a man who looks like he works for a living, not by a brand voice.
1.9	The Man Watching Another Man's Routine	cant-evaluate-it	borrowed-authority,ritual-construction	celebrity	Buys the discipline being modelled; the famous face turns a scoop of powder into a standard.
1.10	The Woman In A New Phase Of Life	body-changed-overnight	peer-proof,borrowed-authority	peer-to-camera	Addressed by a peer with a title and a dog; this phase of life is the euphemism doing the targeting.
2.1	The Creatine-Curious Morning Stacker	optimising-a-stack	quantified-outcome	product-only	Already takes something at breakfast and is being sold an addition, not a replacement.
2.2	The Gym-Bag Packer	routine-as-content	identity-display	product-only	Judges a sachet on whether it survives being thrown in a bag; the packing shot is the use case.
2.3	The Man Explaining It In A Driveway	cant-evaluate-it	peer-proof	peer-to-camera	Trusts a bloke talking at normal speed in an ordinary place over anything shot on a set.
2.4	The Food-Porn Comparator	expects-it-to-be-unpleasant	spectacle-demo	product-only	Judged against a cinnamon roll rather than a protein bar; the styling sets an impossible bar and then meets it.
2.5	The New-Line Tryer	choosing-a-variant	scarcity-or-apology	peer-to-camera	Already a customer being walked through a new tier; let's try is the language of a friend, not a launch.
2.6	The Boot-Of-The-Car Snacker	named-hour	ritual-construction	peer-to-camera	Eats in transit between obligations; the car is where the product actually gets used.
2.7	The Desk-Bound Chocolate Rationaliser	named-hour	absence-screening	peer-to-camera	Wants the 3pm square without the sugar argument; the laptop places it squarely in a working afternoon.
2.8	The Bar-On-Black Minimalist	choosing-a-variant	identity-display	product-only	A single bar lit like jewellery; restraint is the price justification.
2.9	The Street-Sampled Stranger	cant-evaluate-it	peer-proof	stranger	Believes the unrehearsed pavement reaction because nobody could have rehearsed it.
2.10	The Fifteen-For-Ten Stacker	waiting-for-the-price	value-arithmetic	product-only	Buys the whole lineup when the free-bar maths crosses a threshold; fifty dollars free is the number.
3.1	The Retail-Price Refuser	waiting-for-the-price	value-arithmetic,scarcity-or-apology	graphic	Told the brand is overstocked and practically giving it away; the per-stick price is the argument.
3.2	The Cart-Screenshot Convert	waiting-for-the-price	value-arithmetic,spectacle-demo	graphic	Persuaded by a filled basket with the saving already applied; the maths is done for her.
3.3	The Four-Benefit Consolidator	optimising-a-stack	quantified-outcome,value-arithmetic	product-only	Wants one tub to retire four separate supplements; four-in-one is a shelf-space promise.
3.4	The Fifty-Five-Year-Old Reporting Back	body-changed-overnight	peer-proof,quantified-outcome	peer-to-camera	Naming her age is the credential; twenty-one days makes the claim checkable.
3.5	The 8PM Craving Negotiator	named-hour	identity-display	product-only	Knows exactly which hour her willpower fails and is shopping a substitute rather than more resolve.
3.6	The Dieter Who Refuses To Give Up Dessert	expects-it-to-be-unpleasant	identity-display	product-only	Rejects the premise that restriction requires sacrifice; the ad takes her side against the diet.
3.7	The Seasonal-Drop Chaser	choosing-a-variant	scarcity-or-apology	product-only	Buys the summer drop because it is the summer drop; limited is the entire reason.
3.8	The Nostalgia-Format Remixer	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera	Wants the childhood snack rebuilt with adult macros; the fruit-roll mashup is the hook.
