17.1	The One Who Got Complimented	seen-owning-it	peer-proof,identity-display	peer-to-camera	Someone else noticed first; being asked is the fantasy and the supplement is the answer he gets to give.
17.2	The One-More-Input Optimiser	optimising-a-stack	peer-proof	athlete	He already has a running stack; the word added is doing the selling, not the ingredient.
17.3	The Self-Blamer Let Off The Hook	rules-stopped-working	blame-relocation	graphic	You're not bad at focusing is the entire product; the chemistry lesson exists to move the fault off him.
17.4	The Straight-Talking Operator	cant-evaluate-it	peer-proof	peer-to-camera	What if I opens a story rather than a claim; he stays for the person, not the ingredient.
17.5	The One-More-Input Optimiser	optimising-a-stack	spectacle-demo,quantified-outcome	peer-to-camera	Eating it straight from the sachet is the demo; research-packed gut is the reason it earns a slot.
17.6	The Provenance-Priced Buyer	vetting-ingredients	origin-transparency,value-arithmetic	product-only	Remote wilderness and direct from our hives justify the number before the number is discounted.
17.8	The Seasonal-Drop Chaser	choosing-a-variant	spectacle-demo	graphic	A can falling through fruit in slow motion; the flavour is being rendered rather than described.
17.9	The Seasonal-Drop Chaser	choosing-a-variant	scarcity-or-apology,quantified-outcome	graphic	Summer edition is the reason to buy and burns body fat is the reason to keep buying.
17.10	The Kitchen-Counter Demonstrator	routine-as-content	ritual-construction	peer-to-camera	Syrups lined up behind her; the setup is the aspiration and the sip is the payoff.
18.1	The At-Home Cafe Recreator	named-hour	ritual-construction	product-only	Sometimes all you need is the language of a small permitted indulgence at a specific time of day.
18.2	The At-Home Cafe Recreator	choosing-a-variant	absence-screening,spectacle-demo	product-only	Sugar free is the gate, salted vanilla bean is the reward; the pour proves it behaves like the real thing.
18.3	The At-Home Cafe Recreator	choosing-a-variant	peer-proof	peer-to-camera	Asking the question rather than answering it; she is being recruited into a comments section.
18.4	The Bedtime Sequence Builder	named-hour	naming-the-shame	product-only	Hot nights played as a joke about sleep rather than sex; the bedroom is the location and the hour is the target.
18.5	The Bedtime Sequence Builder	named-hour	naming-the-shame	product-only	The same kick and the same caption, running five months; the hour is the only targeting being done.
18.6	The Bedtime Sequence Builder	unsayable-symptom	naming-the-shame	product-only	Mouth breathers aren't cute is an insult aimed at the buyer; vanity is the lever, not sleep quality.
18.7	The Bedtime Sequence Builder	routine-as-content	spectacle-demo	product-only	Texture shot on pink fur; the bedtime routine is being sold as something soft to look at.
18.8	The Damage-Repair Seeker	rules-stopped-working	spectacle-demo,quantified-outcome	product-only	Dry, damaged hair is a question she answers yes to; before and after on one strand is the whole proof.
18.9	The Damage-Repair Seeker	choosing-a-variant	spectacle-demo,borrowed-authority	stranger	New and improved plus a microscope image; she is being asked to upgrade within a product she trusts.
18.10	The Texture-Proof Watcher	cant-evaluate-it	spectacle-demo,quantified-outcome	peer-to-camera	Oil in an open palm, then hair; doubles shine is a number she will judge by eye anyway.
